Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Source_Station,Log_Date,Hour_Of_Day,Total_Time_Hours,Availability (%),Is_High_CPU,Is_High_Memory,Is_High_Disk_IO,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone
Station1_LOG02300,SRV033,CL-9,2025-08-03 22:10:00,79.48,55.83,44.42,4.39,24.77,494.21,7.69,Station1,2025-08-03,22,501.9,98.46782227535365,False,False,False,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02301,SRV094,CL-8,2025-08-03 23:38:00,18.92,36.06,17.89,10.34,3.68,397.6,1.15,Station1,2025-08-03,23,398.75,99.7115987460815,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02302,SRV030,CL-9,2025-08-03 18:57:00,88.73,51.2,9.87,19.5,0.83,710.91,8.84,Station1,2025-08-03,18,719.75,98.7717957624175,True,False,False,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02303,SRV055,CL-10,2025-08-03 08:16:00,45.91,74.42,35.45,27.7,5.65,113.9,6.03,Station1,2025-08-03,8,119.93,94.97206703910615,False,False,False,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02304,SRV087,CL-3,2025-08-03 21:12:00,78.54,83.89,35.45,18.76,16.41,420.78,3.61,Station1,2025-08-03,21,424.39,99.1493673272226,False,False,False,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02305,SRV083,CL-5,2025-08-03 19:51:00,21.64,28.72,52.51,16.79,7.35,224.4,4.74,Station1,2025-08-03,19,229.14000000000001,97.93139565331238,False,False,False,host-083,10.0.55.252,Linux,Singapore,Diana,CL-5,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02306,SRV093,CL-5,2025-08-03 17:37:00,83.56,53.48,7.56,22.68,23.88,853.15,8.48,Station1,2025-08-03,17,861.63,99.01581885496094,False,False,False,host-093,10.0.220.152,Linux,Mumbai,Charlie,CL-5,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02307,SRV033,CL-9,2025-08-03 23:03:00,40.86,55.83,29.98,12.23,14.2,736.81,0.36,Station1,2025-08-03,23,737.17,99.9511645889008,False,False,False,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02308,SRV100,CL-2,2025-08-03 05:57:00,39.48,71.78,5.48,9.12,13.77,449.08,0.7,Station1,2025-08-03,5,449.78,99.84436835786384,False,False,False,host-100,10.0.150.59,Linux,Singapore,Alice,CL-2,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02309,SRV078,CL-1,2025-08-03 10:13:00,22.26,69.35,27.58,0.88,6.04,224.08,6.86,Station1,2025-08-03,10,230.94000000000003,97.0295314800381,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02310,SRV094,CL-8,2025-08-03 16:07:00,50.57,60.21,9.32,27.93,13.44,916.18,2.43,Station1,2025-08-03,16,918.6099999999999,99.73546989473226,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02311,SRV036,CL-9,2025-08-03 07:06:00,43.58,31.04,52.58,20.2,20.81,470.24,9.58,Station1,2025-08-03,7,479.82,98.00341794839731,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02312,SRV087,CL-3,2025-08-03 05:57:00,56.78,42.64,75.44,11.71,16.41,732.45,9.12,Station1,2025-08-03,5,741.57,98.77017678708685,False,False,False,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02313,SRV044,CL-3,2025-08-03 18:19:00,88.64,34.85,47.47,14.08,19.44,468.92,7.09,Station1,2025-08-03,18,476.01,98.51053549295183,True,False,False,host-044,10.0.150.96,Windows,Frankfurt,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02314,SRV091,CL-2,2025-08-03 21:50:00,56.41,66.88,14.32,19.97,17.36,291.5,2.96,Station1,2025-08-03,21,294.46,98.99477008761802,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02315,SRV091,CL-2,2025-08-03 16:33:00,62.08,57.79,44.6,5.0,3.99,964.07,4.02,Station1,2025-08-03,16,968.09,99.58474935181647,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02316,SRV018,CL-9,2025-08-03 09:06:00,70.79,60.82,35.92,28.58,7.37,156.31,8.44,Station1,2025-08-03,9,164.75,94.87708649468892,False,False,False,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02317,SRV065,CL-3,2025-08-03 02:09:00,21.61,29.32,45.88,8.65,10.84,921.98,6.84,Station1,2025-08-03,2,928.82,99.26358174888567,False,False,False,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02318,SRV097,CL-3,2025-08-03 05:28:00,49.39,54.0,26.79,13.32,8.34,822.6,5.39,Station1,2025-08-03,5,827.99,99.34902595441974,False,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02319,SRV069,CL-5,2025-08-03 16:28:00,17.53,44.05,6.41,24.5,14.04,517.96,6.19,Station1,2025-08-03,16,524.1500000000001,98.81904035104453,False,False,False,host-069,10.0.231.62,Linux,Singapore,Fiona,CL-5,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02320,SRV073,CL-3,2025-08-03 19:41:00,82.63,56.92,16.13,5.33,5.2,527.69,3.72,Station1,2025-08-03,19,531.4100000000001,99.2999755367795,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02321,SRV052,CL-4,2025-08-03 17:30:00,41.82,29.94,44.56,26.24,4.68,191.56,4.84,Station1,2025-08-03,17,196.4,97.5356415478615,False,False,False,host-052,10.0.9.241,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02322,SRV013,CL-2,2025-08-03 13:59:00,81.07,56.22,71.74,10.06,15.34,173.0,7.21,Station1,2025-08-03,13,180.21,95.99911214693968,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02323,SRV022,CL-8,2025-08-03 03:52:00,40.41,67.71,10.92,27.95,11.62,388.8,2.78,Station1,2025-08-03,3,391.58,99.29005567189336,False,False,False,host-022,10.0.160.249,Linux,Frankfurt,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02324,SRV070,CL-1,2025-08-03 10:42:00,40.06,49.545,5.19,29.71,8.34,324.58,5.17,Station1,2025-08-03,10,329.75,98.43214556482182,False,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02325,SRV058,CL-9,2025-08-03 03:44:00,51.61,58.54,66.2,27.72,13.19,990.52,7.16,Station1,2025-08-03,3,997.68,99.28233501724,False,False,False,host-058,10.0.87.55,Windows,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02326,SRV078,CL-1,2025-08-03 08:41:00,66.66,59.25,28.12,2.08,5.28,589.01,1.28,Station1,2025-08-03,8,590.29,99.7831574310932,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02327,SRV036,CL-9,2025-08-03 05:52:00,44.62,85.95,7.38,12.01,8.29,272.55,1.23,Station1,2025-08-03,5,273.78000000000003,99.55073416611877,False,True,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02328,SRV043,CL-8,2025-08-03 04:58:00,65.01,56.87,44.12,3.39,7.06,381.19,0.88,Station1,2025-08-03,4,382.07,99.76967571387442,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02329,SRV034,CL-6,2025-08-03 02:08:00,12.84,47.93,78.5,29.44,10.39,773.92,6.13,Station1,2025-08-03,2,780.05,99.21415293891417,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02330,SRV023,CL-1,2025-08-03 08:28:00,64.94,25.82,48.54,1.74,14.48,742.99,2.34,Station1,2025-08-03,8,745.33,99.68604510753626,False,False,False,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02331,SRV094,CL-8,2025-08-03 22:42:00,48.11,89.42,42.07,12.28,5.54,164.92,5.34,Station1,2025-08-03,22,170.26,96.86362034535416,False,True,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02332,SRV033,CL-9,2025-08-03 17:12:00,86.28,41.09,58.58,21.74,7.47,468.85,9.91,Station1,2025-08-03,17,478.76000000000005,97.93006934581,True,False,False,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02333,SRV033,CL-9,2025-08-03 08:23:00,58.07,50.23,13.75,21.96,14.81,448.53,7.37,Station1,2025-08-03,8,455.9,98.38341741610002,False,False,False,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02334,SRV094,CL-8,2025-08-03 16:10:00,53.53,45.095,12.21,28.57,8.31,799.31,7.38,Station1,2025-08-03,16,806.6899999999999,99.08515042953303,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02335,SRV097,CL-3,2025-08-03 19:10:00,85.39,59.525000000000006,72.95,22.66,6.28,711.08,1.63,Station1,2025-08-03,19,712.71,99.77129547782408,True,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02336,SRV055,CL-10,2025-08-03 18:00:00,18.75,48.78,63.6,12.75,21.23,723.55,7.65,Station1,2025-08-03,18,731.1999999999999,98.95377461706784,False,False,False,host-055,10.0.175.105,Windows,London,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02337,SRV024,CL-6,2025-08-03 03:23:00,82.6,55.83,17.98,23.92,19.68,724.16,4.89,Station1,2025-08-03,3,729.05,99.32926411082916,False,False,False,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02338,SRV073,CL-3,2025-08-03 14:27:00,17.22,56.92,39.11,15.51,14.22,836.27,3.7,Station1,2025-08-03,14,839.97,99.55950807766943,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02339,SRV007,CL-9,2025-08-03 16:28:00,44.11,39.91,23.82,1.94,11.67,531.69,4.56,Station1,2025-08-03,16,536.25,99.14965034965036,False,False,False,host-007,10.0.193.6,Windows,Mumbai,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02340,SRV091,CL-2,2025-08-03 15:33:00,62.02,57.79,74.22,14.94,10.91,243.0,6.84,Station1,2025-08-03,15,249.84,97.26224783861672,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02341,SRV085,CL-3,2025-08-03 21:01:00,89.4,85.09,49.44,10.35,20.41,273.53,6.56,Station1,2025-08-03,21,280.09,97.65789567638973,True,True,False,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02342,SRV043,CL-8,2025-08-03 19:54:00,31.66,82.5,35.36,2.63,8.63,426.89,6.85,Station1,2025-08-03,19,433.74,98.42071286946096,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02343,SRV064,CL-8,2025-08-03 11:38:00,14.58,42.78,73.94,8.62,22.09,813.86,8.99,Station1,2025-08-03,11,822.85,98.9074557938871,False,False,False,host-064,10.0.143.2,Windows,Mumbai,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02344,SRV036,CL-9,2025-08-03 05:42:00,15.22,30.91,38.16,5.41,20.32,615.51,5.95,Station1,2025-08-03,5,621.46,99.04257715701735,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02345,SRV077,CL-1,2025-08-03 18:36:00,60.9,53.52,22.29,21.77,3.29,201.38,8.52,Station1,2025-08-03,18,209.9,95.94092424964268,False,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02346,SRV051,CL-6,2025-08-03 18:00:00,27.85,57.945,23.68,21.66,20.11,504.31,3.55,Station1,2025-08-03,18,507.86,99.30098846138699,False,False,False,host-051,10.0.0.182,Windows,New York,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02347,SRV030,CL-9,2025-08-03 06:59:00,80.51,71.89,37.79,27.64,9.15,138.72,7.14,Station1,2025-08-03,6,145.85999999999999,95.10489510489512,False,False,False,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02348,SRV026,CL-2,2025-08-03 07:39:00,23.74,50.75,20.87,0.66,22.52,707.14,3.18,Station1,2025-08-03,7,710.3199999999999,99.55231444982545,False,False,False,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02349,SRV087,CL-3,2025-08-03 11:18:00,51.77,72.62,35.45,24.54,18.09,142.94,0.97,Station1,2025-08-03,11,143.91,99.32596761865055,False,False,False,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02350,SRV034,CL-6,2025-08-03 22:26:00,75.78,77.79,78.95,5.98,9.46,269.7,8.18,Station1,2025-08-03,22,277.88,97.0562832877501,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02351,SRV064,CL-8,2025-08-03 17:46:00,81.82,80.73,31.44,4.66,23.8,129.03,6.14,Station1,2025-08-03,17,135.17,95.45757194643782,False,False,False,host-064,10.0.143.2,Windows,Mumbai,Diana,CL-8,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02352,SRV078,CL-1,2025-08-03 12:45:00,50.81,30.92,45.54,27.01,3.57,426.37,8.91,Station1,2025-08-03,12,435.28000000000003,97.95304172027201,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02353,SRV021,CL-10,2025-08-03 10:59:00,81.26,39.57,69.24,5.46,11.11,959.03,3.95,Station1,2025-08-03,10,962.98,99.58981494942782,False,False,False,host-021,10.0.171.131,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02354,SRV077,CL-1,2025-08-03 05:53:00,36.23,71.03,42.39,19.59,23.51,784.09,6.33,Station1,2025-08-03,5,790.4200000000001,99.19915994028491,False,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02355,SRV074,CL-3,2025-08-03 19:42:00,88.36,56.05,16.18,8.21,21.72,646.97,3.68,Station1,2025-08-03,19,650.65,99.43441174210406,True,False,False,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02356,SRV085,CL-3,2025-08-03 05:35:00,94.19,52.4,57.09,18.27,18.83,892.94,9.21,Station1,2025-08-03,5,902.1500000000001,98.97910547026547,True,False,False,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02357,SRV006,CL-4,2025-08-03 03:16:00,93.86,29.87,38.26,16.72,3.45,275.42,1.12,Station1,2025-08-03,3,276.54,99.59499529905258,True,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02358,SRV094,CL-8,2025-08-03 16:21:00,59.48,61.98,12.37,10.12,21.38,692.13,9.86,Station1,2025-08-03,16,701.99,98.5954215872021,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02359,SRV076,CL-3,2025-08-03 20:30:00,11.87,63.345,24.78,12.86,15.48,315.35,9.47,Station1,2025-08-03,20,324.82000000000005,97.08453912936395,False,False,False,host-076,10.0.179.242,Linux,Frankfurt,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02360,SRV038,CL-2,2025-08-03 13:38:00,10.93,84.3,46.72,12.46,4.05,202.79,6.59,Station1,2025-08-03,13,209.38,96.85261247492598,False,False,False,host-038,10.0.38.116,Linux,London,Bob,CL-2,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02361,SRV033,CL-9,2025-08-03 18:14:00,12.3,35.33,68.14,27.14,14.64,846.31,2.82,Station1,2025-08-03,18,849.13,99.66789537526644,False,False,False,host-033,10.0.206.241,Linux,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG02362,SRV012,CL-3,2025-08-03 01:21:00,24.67,89.7,54.04,14.57,17.85,816.65,5.47,Station1,2025-08-03,1,822.12,99.33464701016884,False,True,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02363,SRV085,CL-3,2025-08-03 12:59:00,25.81,41.72,10.97,10.77,6.51,349.21,0.07,Station1,2025-08-03,12,349.28,99.97995877233166,False,False,False,host-085,10.0.95.110,Linux,London,Alice,CL-3,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02364,SRV038,CL-2,2025-08-03 05:22:00,46.12,24.03,48.0,27.48,19.14,821.86,9.92,Station1,2025-08-03,5,831.78,98.807376950636,False,False,False,host-038,10.0.38.116,Linux,London,Bob,CL-2,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02365,SRV078,CL-1,2025-08-03 09:34:00,27.24,56.25,73.94,29.39,10.71,330.68,3.43,Station1,2025-08-03,9,334.11,98.9733919966478,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02366,SRV024,CL-6,2025-08-03 05:01:00,27.06,56.915,40.87,3.84,17.28,274.86,3.44,Station1,2025-08-03,5,278.3,98.76392382321237,False,False,False,host-024,10.0.249.117,Windows,Mumbai,George,CL-6,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02367,SRV004,CL-6,2025-08-03 00:06:00,57.49,26.36,28.54,4.14,13.01,263.4,9.75,Station1,2025-08-03,0,273.15,96.43053267435475,False,False,False,host-004,10.0.185.117,Linux,Mumbai,Fiona,CL-6,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02368,SRV030,CL-9,2025-08-03 09:29:00,12.83,20.52,19.0,4.68,4.82,774.41,3.03,Station1,2025-08-03,9,777.4399999999999,99.61025931261577,False,False,False,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02369,SRV030,CL-9,2025-08-03 06:16:00,57.83,64.17,65.63,4.16,4.33,395.17,2.54,Station1,2025-08-03,6,397.71000000000004,99.36134369264036,False,False,False,host-030,10.0.38.25,Windows,Mumbai,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02370,SRV065,CL-3,2025-08-03 06:32:00,51.17,29.32,53.95,4.31,20.19,804.63,0.05,Station1,2025-08-03,6,804.68,99.99378634985337,False,False,False,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02371,SRV087,CL-3,2025-08-03 17:58:00,34.99,88.79,26.94,4.55,22.46,620.17,0.35,Station1,2025-08-03,17,620.52,99.94359569393411,False,True,False,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02372,SRV034,CL-6,2025-08-03 06:23:00,90.62,67.28,45.51,10.0,0.72,415.92,2.12,Station1,2025-08-03,6,418.04,99.49287149555066,True,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02373,SRV097,CL-3,2025-08-03 09:40:00,63.43,35.31,70.07,17.8,14.03,323.11,7.09,Station1,2025-08-03,9,330.2,97.85281647486373,False,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02374,SRV084,CL-9,2025-08-03 19:00:00,23.23,32.93,41.98,28.09,11.05,887.17,2.67,Station1,2025-08-03,19,889.8399999999999,99.69994605771825,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02375,SRV044,CL-3,2025-08-03 19:50:00,35.76,45.3,72.91,19.35,13.19,428.13,7.16,Station1,2025-08-03,19,435.29,98.35511957545545,False,False,False,host-044,10.0.150.96,Windows,Frankfurt,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02376,SRV063,CL-10,2025-08-03 01:32:00,60.69,75.74,33.39,3.72,2.55,367.19,9.26,Station1,2025-08-03,1,376.45,97.5401779784832,False,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG02377,SRV086,CL-4,2025-08-03 22:06:00,89.82,71.26,19.66,3.7,19.73,609.06,8.4,Station1,2025-08-03,22,617.4599999999999,98.6395879895054,True,False,False,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02378,SRV037,CL-9,2025-08-03 00:43:00,93.86,31.45,7.86,20.4,11.21,717.64,2.6,Station1,2025-08-03,0,720.24,99.63900921914916,True,False,False,host-037,10.0.244.86,Windows,New York,Ethan,CL-9,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG02379,SRV084,CL-9,2025-08-03 15:33:00,19.9,29.43,35.33,7.72,17.93,201.01,6.63,Station1,2025-08-03,15,207.64,96.806973608168,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02380,SRV012,CL-3,2025-08-03 01:28:00,83.02,36.61,13.84,19.16,11.99,340.33,5.56,Station1,2025-08-03,1,345.89,98.39255254560697,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02381,SRV044,CL-3,2025-08-03 03:46:00,41.04,85.16,79.14,3.22,18.97,666.56,5.05,Station1,2025-08-03,3,671.6099999999999,99.24807552001906,False,True,False,host-044,10.0.150.96,Windows,Frankfurt,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02382,SRV018,CL-9,2025-08-03 08:51:00,25.18,33.19,69.19,8.75,12.56,203.02,9.59,Station1,2025-08-03,8,212.61,95.48939372560086,False,False,False,host-018,10.0.71.241,Linux,Mumbai,Hannah,CL-9,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02383,SRV069,CL-5,2025-08-03 23:17:00,31.16,45.83,31.73,8.09,18.62,183.13,6.49,Station1,2025-08-03,23,189.62,96.57736525682944,False,False,False,host-069,10.0.231.62,Linux,Singapore,Fiona,CL-5,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02384,SRV012,CL-3,2025-08-03 03:07:00,58.2,26.56,18.44,7.92,7.05,310.66,5.44,Station1,2025-08-03,3,316.1,98.27902562480227,False,False,False,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02385,SRV077,CL-1,2025-08-03 16:07:00,29.09,72.83,20.72,18.26,23.75,727.95,0.7,Station1,2025-08-03,16,728.6500000000001,99.90393192890961,False,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG02386,SRV087,CL-3,2025-08-03 06:37:00,92.62,38.4,65.66,6.6,15.99,252.42,4.84,Station1,2025-08-03,6,257.26,98.11863484412656,True,False,False,host-087,10.0.22.191,Windows,London,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02387,SRV065,CL-3,2025-08-03 08:07:00,23.03,39.78,37.81,7.44,2.33,949.36,9.92,Station1,2025-08-03,8,959.28,98.96589108498041,False,False,False,host-065,10.0.29.23,Linux,New York,Bob,CL-3,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG02388,SRV004,CL-6,2025-08-03 08:20:00,20.9,22.49,30.805,19.4,13.01,668.38,0.56,Station1,2025-08-03,8,668.9399999999999,99.91628546655905,False,False,False,host-004,10.0.185.117,Linux,Mumbai,Fiona,CL-6,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG02389,SRV070,CL-1,2025-08-03 20:26:00,61.07,66.15,12.23,12.37,5.2,284.38,1.25,Station1,2025-08-03,20,285.63,99.56237089941533,False,False,False,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG02390,SRV044,CL-3,2025-08-03 15:10:00,56.96,83.1,10.96,29.02,22.1,839.68,8.48,Station1,2025-08-03,15,848.16,99.00018864365214,False,False,False,host-044,10.0.150.96,Windows,Frankfurt,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG02391,SRV021,CL-10,2025-08-03 07:18:00,52.84,74.44,45.88,16.11,8.18,326.73,6.35,Station1,2025-08-03,7,333.08000000000004,98.0935510988351,False,False,False,host-021,10.0.171.131,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
